areaServicioDescripcion,observaciones
CLIBA (Higiene Urbana),poda de rama almeja
Arbolado Urbano,Vecina reclama por un ficus de su propiedad por San Isidro Labrador cuyas raices ingresaron a la propiedad levantando los pisos del living . Pide extracción o recorte de raices
Arbolado Urbano,"Conectado con el reclamo 7055501, árbol tapa la visión para la salida del garaje, este es un árbol de la casa vecina Pero tiene las ramas tan largas que fíjate me impedía ver si venía alguien. 

info gianna 26/2 limpieza y refaleo de copa "
Arbolado Urbano,"vecina solicita extraccion de arbol ya que el mismo las raices rompieron cañeria y parte del edificio, la propietaria vive en diego palma 1250 y el arbol pertenece ala parte de atras de los edificio ubicado en chubut 1214 vereda del frente , arbol gomero
INFORME ING. SENCIO 15/11/24:recorte de raices y reperecion de vereda con poda aérea previa. hormigón. parche 4 mts"
Arbolado Urbano,"se partio un arbol y esta apoyado sobre cables de alta tension 
info ing sencio 20/11: rajado e inclinado. cuidado con MT. ver si es posible realizar. "
Arbolado Urbano,"se solicita la poda del árbol ya que hace muy poco las ramas con la tormenta cortaron los cables. además se está metiendo en el techo de la vivienda. urgente. delegación Martínez.
INFO CARO 21/02 : Cipres no requiere poda, ejemplar muy esbelto podria afectar estabilidad
"
Arbolado Urbano,Se solicita el corte de pasto
Arbolado Urbano,la vecina informa que la rama esta seca después de que se caiga una rama del mismo arbol
CLIBA (Higiene Urbana),vecina que llama por recolección de poda por hecha por Edenor para arreglar cables que estaban deteriorados por los mismos arboles para la dirección dardo rocha 1394 esquina Pringles.
Higiene Urbana,"vecina que pide  que pase el barrendero para barrer un poco para sacar el polvo, porque sufre de alergia y no puede salir de su domicilio por favor "
Higiene Urbana,"todos los días,  lo mismo 11 de la mañana y la mugre sigue y ayer no pasaron tampoco, el barrendero anterior a las 8 y 30 ya había pasado!!Un desastre la limpieza"
Alumbrado,VECINA QUE RECLAMA CAMBIO DE LAMPARITAS EN LA CALLE SARGENTO CABRAL 2500 MARTINEZ
Arbolado Urbano,"VECINA PIDE RECORTE DE RAICES YA QUE SE LEVANTO TODA LA VEREDA Y LOS VECINOS LE RECLAMAN, ARREGLO VARIAS VECES PERO LAS RAICES ESTAN INSOSTENIBLE Y LA VUELVEN A LEVANTAR "
Obras Públicas,SE SOLICITA LA REPARACION DE LA BOCA DE TORMENTA DE MANERA URGENTE YA QUE EN LA ZONA SE ENCUENTRA  CASA GALILEA zona muy transitada por niños
Arbolado Urbano,PEDIDO DE PODA  PARA ARBOL QUE ESTA ATRAVESANDO EL TECHO DEL SEGUNDO PISO Y TAPA LA CANALETA.DIRECCION DEL ARBOL SARGENTO CABRAL 2500.MARTINEZ
CLIBA (Higiene Urbana),RECOLECCION DE BOLSON DE ESCOMBRO.
Arbolado Urbano,vereda destruida por raices
CLIBA (Higiene Urbana),poda de Rama almeja
CLIBA (Higiene Urbana),ibañez 2501
CLIBA (Higiene Urbana),poda de Rama almeja uno es en la esquina y el otro una casa antes
CLIBA (Higiene Urbana),pode de rama almeja
Higiene Urbana,"vecino pide regularizacion de servicio de barrendero, dice que no pasaron mas hace dos semanas"
Arbolado Urbano,vecina refiere poda de arbol ya que el mismo le tapa la zingueria.
Arbolado Urbano,INFORME TECNICO OCCHIPINTI 12/11/24: LIMPIEZA  y DESGARROS
CLIBA (Higiene Urbana),Vecino solicita el retiro de montículo de poda de ramas y hojas 
Alumbrado,"Ipiranga 855 e/ el Zorzal y P.Abriata 320-244 ambas luminarias sin lampara,reitera en caracter urgente."
Arbolado Urbano,"El vecino solita que le extraigan un árbol que se encuentra en la calle GENERAL PIRAN 540 DE LA LOCALIDAD DE MARTINEZ ,el mismo se encuentra en la vereda donde el vecino quiere realizar una entrada de garaje ,el mismo nos comenta que esta dispuesto a plantar uno nuevo pero en otro sector de la vereda "
Obras Públicas,Calle en mal estado en O'Higgins al 326 y avellaneda 190/200 y al 296. 
Obras Públicas,"Vecina, comunica que se acumula agua estancada hace más de 5 días, pudiendo traer esto dengue. Si lo pueden tapar o arreglar lo antes posible. Gracias."
CLIBA (Higiene Urbana),Vecina se queja de que no pasaron en todo el fin de semana por su cuadra a buscar los residuos. 
CLIBA (Higiene Urbana),"El Vecino Carlos Mazzieri solicita la recolección de poda la calle Rioja 1441, entre Cespedes y La Calandria."
CLIBA (Higiene Urbana),Retiro de una rama caída.  
Alumbrado,"Vecino solicita la reparación de la luminaria N 317-077 - manifiesta que sufrió el robo de la batería de su vehículo. 
Sr Marcelo - cel: 113-168-4310"
Arbolado Urbano,"Poca iluminación.
INFORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
Higiene Urbana,vecina pide si pudieran recortar el cesped porque ellos no tienen la posibilidad. es sobre verduga.
Arbolado Urbano,"Ramas sobre los cables.
info ing sencio: rq y ramas secas"
Arbolado Urbano,INFORME ING. SENCIO 15/11/24: cepa. extración.
Higiene Urbana,"Vecino reclama que falta barrido.- 
Sr Marcelo - cel: 113-168-4310"
Arbolado Urbano,"Vecino, solicita una poda de 2 árboles que se encuentran frente a sus propiedades. 
transitan muchos colectivos y camisones que con la altura arrastran las ramas corriendo grave peligro de enganchar cable eléctrico y de servicio de internet. Además dichas ramas están levantando el techo de su propiedad considerando un riesgo para los peatones que transiten por la vereda. Adjunto fotos. Gracias.

info gianna 26/2  tarea a realizar 
balanceo de copa "
Arbolado Urbano,vecina requiere poda de arbol antes de que ocacione algun accidente 
Arbolado Urbano,"Luz apagada hace 5 días, es la luz que ilumina la puerta de  un negocio, a la noche esta muy oscuro
INORME TECNICO 15/11/24: LIBERACION DE LUMINARIA"
CLIBA (Higiene Urbana),vecina pide la recoleccion de reciduos dice que cliba no levanta y justo hay una parada de colectivos y el mismo no para por este motivo
CLIBA (Higiene Urbana),"hay una comadreja muerta en la via publica, en la casa de al lado 257"
Alumbrado,Arreglaron una de la luminarias de esa cuadra pero hay otra apagada hace muchísimos meses. Gracias
Higiene Urbana,"Vecino reclama la falta de barrido de la cuadra.- 
Juan Carlos Horlandi - cel: 115-992-3577"
Higiene Urbana,"barrido no pasa hace mas de 2 meses  , quiere que regulicen por favor el servicio "
Arbolado Urbano,ramas enredadas en cables esta para caerse 
Higiene Urbana,Vecino solicita Limpieza de Sumidero que se encuentra tapado. Manifiesta que cuando llueve no permite que baje el agua.-  
CLIBA (Higiene Urbana),Monticulos de hojas para retirar 
Higiene Urbana,vecina dice que el barrendero no pasa hace mas de una semana y se junta mucha mugre en la cuadra
Obras Públicas,"Desde el 2020 reclamo la repavimentación, todos los reclamos se borraron así que genero este"
Arbolado Urbano,"poda por arbustos que estan rompiendo los cables, del palo de luz"
Arbolado Urbano,dice que plantaron 14 arboles que nunca fueron a regar en todo este tiempo dorrego entre rio de janeiro y puerto rico
Alumbrado,se robaron el bracito de la columna y dejaron los cables expuestos 
Higiene Urbana,Vecina reitera el pedido de Contenedor nuevo que falta hace mas de un mes y los vecinos no tienen donde dejar sus bolsas.- Sra Estela Otero 
Arbolado Urbano,V.Vertiz 834 e/Thames y Mazza solcita extraccion de palta
Arbolado Urbano,"pide poda por favor, ramas tocan sobre el techo"
CLIBA (Higiene Urbana),vecina informa que barrio cerrado sobre calle O'Higgins 1045 deja sobre su puerta el tacho contenedor y es una mugre todo el día. pide que corran el contenedor de la puerta de la casa.
Arbolado Urbano," SOLICITA  LA PODA DE ARBOLES EN DIRECCION UNO YA SE ENCUENTRA ENCIMA DE SU CASA Y EL OTRO ARRIBA DE AUTO.-
LAS RAMAS CAEN CONSTANTEMENTE Y TIENE AMENAZAS DE LA GENTE POR SI ROMPEN LOS AUTOAS SUS RAMAS"
Arbolado Urbano,"El vecino se presenta por el reclamo de árbol que se encuentra en vereda de su casa que necesita sacar para refacción de vereda ya que el mismo se encuentra en muy mal estado ,a su vez manifiesta que otro árbol que fue retirado le dejaron la vereda rota toda hundida y se hizo un gran bache y cuando llueve se junta mucha agua "
Arbolado Urbano,"SEGUN REGISTRO SGE NUMERO 988706, SIENDO LAS 11:57 HORAS, SE COMUNICA VIA LINEA DE EMERGENCIAS VECINA SEÑORA GABRIELA CON TELEFONO DE CONTACTO 15-3409-2600, INFORMANDO QUE SOBRE LA ARTERIA ALEM 474, DE LA LOCALIDAD DE SAN ISIDRO, SE CAYO UNA RAMA LA CUAL SE ENCUENTRA SOBRE EL TENDIDO DE CABLES, CON RIESGO DE CAIDA. EN EL LUGAR SE HIZO PRESENTE EL INSPECTOR CEJAS, ADRIAN A CARGO DE LA PATRULLA MUNICIPAL NUMERO 404, QUIEN A SU ARRIBO INFORMO POSITIVO RAMA CON RIESGO DE CAÍDA. SE ADJUNTA FOTOGRAFÍA. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797. 
info ing sencio 20/11: ramas quebradas y ramas secas"
CLIBA (Higiene Urbana),6 bolsas de escombros para retirar 
Alumbrado,"vecina dice que fue a la delegacion la horqueta a solicitar que le coloquen la luminaria ya que se la sacaron, tambien adijunta que fueron a ponerle el poste pero jamas colocaron las luces"
Obras Públicas,VECINO QUE LLAMA  POR BACHE EN LA PUERTA DE SU CASA  EL MOTIVO DEL RECLAMO ES QUE SIEMPRE SE ACUMULA AGUA EN EL MISMO CUANDO DESAGOTAN PILETAS. Y CUANDO LLUEVE LO QUE NESECITA QUE LO REPAREN O PONER ALCANTARILLA PARA QUE EL GUA PUEDA CORRER Y NO QUEDAR ESTANCADA.
Arbolado Urbano,"vecinos reclama que saquen un arbol de la vereda que esta rompiendo la vereda, la vecina reclama que su suegra estuvo años haciendo el reclamo y ya fallecio. la nuera que es la que esta haciendo el reclamo pide lo mismo"
Alumbrado,Sandra Cáceres solicita reparación de Luminaria que ese encuentra en la esquina de José F Alcorta 200 y Peñaloza - Manifiesta que en el poste se encuentra una Alarma Vecinal que funciona acorde a la luminaria.- 
Arbolado Urbano,La vecina dice que las raíces levantaron varias baldosas y hay peligro de caída de las personas que transitan por la vereda
Alumbrado,no funciona el alumbrado de la calle
Arbolado Urbano,informe tecnico 12/11/24: ramas quebradas
Higiene Urbana,es en la escalera y está todo sucio pide que lo limpien. por lo menos 1 vez x semana. 
Arbolado Urbano,"SEGUN REGISTRO SGE NUMERO 988723, SIENDO LAS 13:08 HORAS, PERSONAL DEL CENTRO DE OPERACIONES MUNICIPAL VISUALIZA MEDIANTE CAMARAS SOBRE LAS ARTERIAS YERBAL Y CORONEL BOGADO, DE LA LOCALIDAD DE BOULOGNE, UNA RAMA DE GRAN PORTE SOSTENIDA POR CABLES. SE ADJUNTA FOTOGRAFÍA. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797. 

20/03/2025
El ejemplar fue relevado, el equipo técnico de la Dirección General de Arbolado lo analizó y determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente."
Alumbrado,"Vecino solicita bracito, faltante hace dos meses, cuadra oscura"
Higiene Urbana,"vecino reclama contenedor prendido fuego pide que se lo lleven y pongan otro urgente, es en el tunel de rivadavia y heroes de malvinas"
CLIBA (Higiene Urbana),el servicio de recoleccion esta demorado y no pasa desde la semana pasada
Higiene Urbana,"SEGUN REGISTRO SGE NUMERO 988715, SIENDO LAS 12:40 HORAS, OPERADOR DE RADIO 911, ALERTA SOBRE LAS ARTERIAS RIVADAVIA Y HEROES DE MALVINAS, DE LA LOCALIDAD DE SAN ISIDRO, UN INCENDIO EN UN CONTENEDOR. EN EL LUGAR SE HIZO PRESENTE EL AGENTE SILVEIRA GASTON JAVIER, A CARGO DE LA PATRULLA MUNICIPAL NUMERO 446, QUIEN A SU ARRIBO INFORMA POSITIVO, EN EL LUGAR SE HIZO PRESENTE LA AUTOBOMBA N° 51 A CARGO DEL SUBCOMANDANTE IBAÑEZ, AL ARRIBO PROCEDIERON A EXTINGUIR EL FOCO DE INCENDIO, EL CONTENEDOR PLASTICO QUEDO TOTALMENTE DESINTEGRADO. SE ADJUNTA FOTOGRAFÍA. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797"
Arbolado Urbano,"vecina pide plantacion de arbol en su vereda
INFORME TECNICO 14/3/25: PLANTACION"
Higiene Urbana,RAÚL BAGNATI DE 1700 al 1500 FALTA DE BARRIDO.
Arbolado Urbano,Vecino solicita poda de ramas que tocan el techo de su vivienda y tapan canaletas de la misma
Arbolado Urbano,"se pide la poda de los dos árboles que están en la vereda, y la solución del tema de las raíces de los mismos ya que está levantando la vereda, causando problemas en las cañerías y provocar accidentes, ya que la vereda está toda levantada. Muchas gracias "
CLIBA (Higiene Urbana),"La vecina reclama que no todos los días pasan los camiones  de CLIBA.
Los contenedores a las 11hs están llenos que ni siquiera se pueden cerrar."
Arbolado Urbano,"Vecino informa de una rama quebrada de gran porte frente a su domicilio. 
INFORME ING. SENCIO 15/11/24:ramas quebradas  y ramas secas"
Higiene Urbana,"No pasa el barrendero.
La vecina tiene que barrer ella."
Higiene Urbana, Don Bosco al 900 no se barre hace días
CLIBA (Higiene Urbana),"No pasa el camion de CLIBA .
A las 11hs el contenedor esta super lleno. 
se adjuntan fotos"
Arbolado Urbano,"extracción seco con hongos vistosos
INFORME TECNICO CAROLINA 12/11/24: extraccion de arbol"
Alumbrado,"Libertador 15500, hay una luminaria prendida las 24 hs."
Arbolado Urbano,"Necesito hacer un reclamo x un árbol de la vereda q está torcido hacia la calle impidiendo el estacionar de las ambulancias. Vive en la casa una mujer discapacitada y dos veces por semana la busca la ambulancia para poder trasladarla 
Cosa q es imposible estacionar y la movilidad de la paciente es reducida
INFORME ING. SENCIO 15/11/24: tocón alto. extracción"
CLIBA (Higiene Urbana),"Estimados: Solicito recolección de Poda en G Castro 1319 Villa Adelina.
Gracias"
Higiene Urbana,"Me dirijo a usted para solicitar la restitución del cesto de basura que, hace aproximadamente nueve meses, fue retirado de mi domicilio en la calle Chile, entre Acasuso y Juan José Díaz. Este cesto era utilizado por todos los vecinos de la cuadra y resultaba fundamental para mantener el orden y la limpieza en el área.

Desde su retiro, hemos notado que los perros rompen las bolsas que quedan en la vereda, generando residuos en la calle. Actualmente, sólo contamos con cestos en ambas esquinas destinados exclusivamente a plásticos, sin opciones para el resto de la basura.

Le agradeceríamos su intervención para agilizar la reposición de este cesto, que resulta necesario para la higiene de la cuadra. Quedo a su disposición para cualquier información adicional."
Arbolado Urbano,"La vecina pide poda en Quesada 2421, informa que esto lo viene pidiendo hace mucho tiempo y que no puede seguir esperando. se adjunta foto"
CLIBA (Higiene Urbana),"vecino reclama limpieza de contenedor sobre pueyrredon y frers y cangallo, siempre estan muy llenos de basura y la gente de la calle siempre desparrama todo."
Obras Públicas,"Pido urgente que Obras Públicas  asfalte la calle Darwin entre Chile y Penna,  asfaltaron Discepolo pero a nosotros  nos pasaro de largo."
Alumbrado,vecina pide coneccion de luminaria ya que edenor puso el poste pero quedo sin luz.
CLIBA (Higiene Urbana),Recoleccion de poda domiciliaria.
CLIBA (Higiene Urbana),"Vecina solicita recolección de restos de poda, informa que están ubicados al fondo de una calle cortada. Direccion: Martina Céspedes 2642  al fondo, la entrada a la calle está en  la altura  1100, de Av Ader "
Arbolado Urbano,"pedido de poda en Los Olivos, 264, anoche envío fotos de ramas caídas, el vecino está muy enojado porque viene mencionado varias situaciones en esa calle cortada
pero respecto a las caídas de estas ramas (por la altura en la que se encuentra crecido el árbol podría haber causado un accidente fatal y destrozos materiales graves)
No puede seguir esperando.
info caro 14/2: es enfrente es como un boulevard, podar bastante"
CLIBA (Higiene Urbana),RECOLECCIÓN DE PODA.
Arbolado Urbano,"Vecino solicita poda de su ejemplar, manifiesta que el arbol esta muy crecido, que las ramas se están inclinando y están entrando en la propiedad de su vecino lindero, manifiesta que están  dañando y afectando el techo de su vecino, por este motivo que informa, solicita si es posible que evalúen lo antes posible la poda de su ejemplar."
Arbolado Urbano," la vecina resalta que se esta a punto de caer , es un arbol muy grande esta muerto esta moviendose mucho.
INFORME ING. SENCIO 15/11/24: raleo y balanceo de limpieza"
Obras Públicas,c y E construcciones hace una semana q dejaron esto. anulando medio via
CLIBA (Higiene Urbana),"vecino reclama que trabaja en un comercio, que tiraron varias cosas que por favore pide que se lo lleven.."
Alumbrado,luz completamente apagada 
CLIBA (Higiene Urbana),Poda para levantar de hace varios días 
Arbolado Urbano,"El vecino reporta ramas colgando entre los cables detrás de su domicilio por lo que solicita la poda.
informe ing. sencio 15/11/24: ramas quebradas  y ramas secas"
Obras Públicas,la salida de la farmacia openfarma. siempre la arreglan y vuelve al estado inicial de la foto
CLIBA (Higiene Urbana),"VECINO REFIERE QUE HAY MUCHA BASURA DESPARRAMADA EN LA VÍA PÚBLICA, REFIERE TAMBIÉN QUE LOS AUTOS NO PUEDEN PASAR, QUE RETROCEDEN PARA ATRAS. PIDE QUE HAGAN ALGO PARA DESOCUPAR LA VÍA PÚBLICA."
CLIBA (Higiene Urbana),Recoleccion de escombros 
Higiene Urbana,"Vecina informa que el barrendero no pasa como corresponde, que hace más de 1 semana no pasa el sector de barrido por su cuadra. General Lamadrid. Entre La Calandria y Luis Maria Drago"
Higiene Urbana,"Vive en el EdIficio lindante entre la parada de Taxi de la Estación de Beccar y el Club Social de Beccar, en el cual quedó un pasilllo entre las vías del ferrocarril y el edificio, donde arrojan toda clase de basura y nadie se hace cargo de mantener la limpieza. Solicita se pueda limpiar y mantener "
Higiene Urbana,la vecina dice que le llevaron los contenedores y no se los  volvieron  a traer pide nuevo contenedor 
Arbolado Urbano,"tiene una rama apoyada en su techo
INFORME TECNICO GIANNA 11/2/25: REFALDEO, LIMPIEZA Y ACLAREO"
Obras Públicas,abriata y nuestras malvinas del lado del arsenal
Higiene Urbana,vecina Informa que no esta pasando el camión de eco residuos.
Alumbrado,vecino dice que paso un camion y corto los cables y el poste esta proximo a caerse 
Alumbrado,corresponde ipiranga 901
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 988.794. SIENDO LAS 17:13 HORAS SE COMUNICA OPERADOR GABRIEL, DE LA DELEGACION DE VILLA ADELINA, A LA LINEA DE EMERGENCIAS INFORMANDO QUE EN LA ARTERIA PARANA 5915, DE LA LOCALIDAD DE VILLA ADELINA, HABRIA UNA RAMA QUEBRADA SOBRE EL TENDIDO ELECTRICO AEREO. SE DESPLAZO MOVIL DE PROTECCION CIVIL A CARGO DEL AGENTE GUIÑAZU GASTON QUIEN A SU ARRIBO INFORMA POSITIVO. SE TRATA DE UNA RAMA DE PEQUEÑO PORTE SOBRE EL TENDIDO DE TELEFONIA AEREO. SE ADJUNTAN FOTOGRAFIAS. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704."
Arbolado Urbano,"A LA VECINA LE EXTRAJERON 2 PARAISOS (ANTES DE LA PANDEMIA) Y LE DIJERON QUE NO REPONGA PORQUE SE OCUPABA LA MUNICIPALIDAD,
AL DIA DE HOY NO REPUSIERON NINGUNO.avenida  Sucre 139"
CLIBA (Higiene Urbana),"vecina reclama que saquen el contendor de la esquina de madame curie y posadas por que se juntan un grupode personas a tomar y drogarse, dice que no da para mas y que es peligroso"
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 988.777. SIENDO LAS 16:10 HORAS SE COMUNICA AGENTE DE PROTECCION CIVIL LOPEZ EMILIANO INFORMANDO QUE POR ORDEN DE SU DIRECTOR SE DESPLAZAN A LA ARTERIA MARTIN RODRIGUEZ 1668, DE LA LOCALIDAD DE VILLA ADELINA, PARA VERIFICAR UN ARBOL EL CUAL ESTARIA ROMPIENDO EL TECHO DE UNA FINCA. SE DESPLAZO MOVIL DE PROTECCION CIVIL A CARGO DEL AGENTE GUIÑAZU GASTON QUIEN SIENDO LAS 16:56 HORAS INFORMA QUE SE TRATA DE LA COPA DE UN ARBOL DE GRAN PORTE LA CUAL SE ENCUENTRA APOYADA SOBRE EL TECHO DE LA FINCA Y QUE A SIMPLE VISTA NO VISUALIZAN DAÑOS, POR LO QUE PROCEDIERON A PRECINTARLO CON CINTA DE PELIGRO. SE ADJUNTAN FOTOGRAFIAS. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704.
info romina 20/11:RR sup con poda: L, A, RF, EI prop. Reparar 15m2 solado V6A y dejar plantera 1.6x1.6m. PRIORIDAD RAMON"
CLIBA (Higiene Urbana),"REFERENTE AL EVENTO SGE Nª 988724, SIENDO LAS 13:11 HORAS VECINO DE FORMA ANONIMA INFORMA QUE EN LAS ARTERIA VIEYTES Y LAVALLE DE LA LOCALIDAD DE MARTINEZ, SE ENCONTRABA UN GRUPO DE MASCULINOS CORTANDO VIDRIOS EN LA VIA PUBLICA Y ARROJANDOLOS EN EL CONTENEDOR DE PLASTICO MUNICIPAL Nª1068. SE DESPLAZO EL INSPECTOR LISCOVSKI ESTEBAN GREGORIO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL 424. A SU ARRIBO NO SE ENCUENTRAN LAS PERSONAS Y QUE SE OBSERVA MONTICULOS DE VIDRIOS EN EL CONTENEDOR MUNIPAL. APORTA FOTOGRAFIAS. OPERADORA BRANDNA BRISA 74.579"
Alumbrado,fueron a sacar un arbol que se cayo con la tormenta y cortaron todos los cables de la cuadra
Higiene Urbana,solicito la reposición de este contenedor totalmente roto se encuentra en la esquina de juncal y castelli 1600 el número se encuentra ilegible Muchas gracias
Arbolado Urbano,"INFORME TECNICO OCHIPINTI 12/1/24: Reparar post extraccion 8m2 de solado adoquin pequeño, respetando la medida del camino peatonal"
CLIBA (Higiene Urbana),vecino reclama que le recojan la basura de la poda que le hicieron
Arbolado Urbano,"INFORMETECNICO OCCHIPINTI 012/11/24: Tocon seco en pie, extraccion corto plazo"
Arbolado Urbano,"INFORME TECNICO OCCHIPINTI 12/11/24: Reparar post extraccion 25m2 solado L64, daño en 2 proppiedades"
Alumbrado,poste sin luz
Alumbrado,no prenden ni la luz grande de la calle ni el farol de la vereda
Alumbrado,falta artefacto superior.
Alumbrado,falta foco y tulipa de bracito.
Alumbrado,No hay luz 
Obras Públicas,dos baches de dimensiones importantes sobre Avenida Santa Fe dirección capital Federal desde hace meses que no se arreglan. plena Avenida Santa Fe.
Alumbrado,LUMINARIA APAGADA (NO FUNCIONA)
CLIBA (Higiene Urbana),rama y basura acumulada
Higiene Urbana,esta rotó necesitamos  uno nuevo contenedor 
Higiene Urbana,acumulación de basura alimentos
Obras Públicas,Ya es un agujero que hay que esquivar es un PELIGRO. Ya hace meses que hago el mismo reclamo.
CLIBA (Higiene Urbana),basura en la vía pública
Alumbrado,apagada.
Higiene Urbana,basura en vía pública.
Higiene Urbana,basura acumulada en vía pública
CLIBA (Higiene Urbana),ramas en el cordón
CLIBA (Higiene Urbana),recolección de bolsa de poda
Higiene Urbana,"REFIERE AL EVENTO SGE N° 988891. SIENDO LAS 23:34 HORAS, MOVIL DE PATRULLAJE MUNICIPAL N° 382 A CARGO DEL INSPECTOR ESCOBAR, , EN RECORRIDO POR LA ARTERIA MEDRANO Y BERNARDO DE  IRIGOYEN DE LA LOCALIDAD DE BOULOGNE., SOLICITA PERSONAL DE BOMBEROS, POR UN INCENDIO EN CONTENEDOR DE PLASTICO N° B076, SE HISO PRESENTE DOTACION DE BOMBEROS N° 43 A CARGO DEL AYUDANTE CARDONE, QUIEN LOGRA EXTINGUIR EL FUEGO. INSPECTOR INFORMA QUE EL CONTENEDOR SUFRIO DAÑO PARCIAL, SE ADJUNTA FOTOGRAFIAS, CATASTRAL MEDRANO 2038. INFORMA OPERADORA, SILVA GARCIELA. LEGAJO: 65519."
Arbolado Urbano,"recorte de raíz reparación de vereda
INFORME TECNICO GIANNA 3/12/24:RECORTE DE RAICES con poda, dejar la cinta verde del mismo tamaño y arreglar 4m2 de L64"
Arbolado Urbano,Solicito poda de liquidambar que esta muy crecido y enredandose en cableado aereo. Gracias.
Higiene Urbana,"hace semanas que no pasa barrendero, vecina indignada pide regularizacion de servicio"
Obras Públicas,En la bocacalle se desprendio el pavimento y sectores de adoquin y hay un pozo.
CLIBA (Higiene Urbana),basural.
Higiene Urbana,"Solicito Dos (2) Nuevos contenedores de residuos, uno para comunes y otro para plásticos. Gracias "
Alumbrado,"Vecino reclama por whatsapp:
Buen dia! Les marco la luminaria de la calle que se volvio a quemar, esta sibre Monteagudo esq. Cordoba, a la noche es una bica de lobos."
Obras Públicas,"SEGUN REGISTRO SGE NUMERO 988991, SIENDO LAS 08:14 HORAS, PERSONAL DEL CENTRO DE OPERACIONES MUNICIPAL VISUALIZA MEDIANTE CAMARAS SOBRE LAS ARTERIAS BELGRANO Y JUAN MARIN, DE LA LOCALIDAD DE SAN ISIDRO. UN BACHE EN LA CALZADA, EN CERCANIA A LA RAMPA DE DISCAPACIDAD. SE ADJUNTAN FOTOGRAFÍAS. INFORMA: OPERADORA KIMMEL NATASHA, LEGAJO: 70.797"
Arbolado Urbano,"hace 11 años viene reclamando por este arbol, ya no sabe como reclamar para que lo poden, esta rompiendo todo el techo
info romina 17/12.ya relevada y cargada tarea con incidente 7153950"
Alumbrado,apagada completa. hace 10 días lo arreglaron y se volvió a romper. 
CLIBA (Higiene Urbana),Retiro de poda
Obras Públicas,Tapa deteriorada en la vereda de la vía del tren.
Arbolado Urbano,"VECINO QUE LLAMA POR TRES ARBOLES  DOS DE ELLOS  
TIENEN LAS RAMAS CRECIDA Y EN CUALQUIER MOMENTO PUEDEN CAER LAS RAMAS AL TECHO DEL DOMICILIO (INGENIERO BERGALLO ENTRE TRES DE FEBRERO Y DON BOSCO . EL SEÑOR LLAMO A DEFENSA CIVIL Y NO LE DIERON CERTEZA DEL HORARIO TAMBIEN MALTATROSOBRE EL LLAMADO A DEFENSA CIVIL.
informe ing. sencio 15/11/24: limpieza frente y techo
INFORME ING SENCIO 16/11: LIMPIEZA FRENTE Y TECHO  Y RALEO"
Arbolado Urbano,"Vecina Reitera reclamo informando que la columna continua apagada
informe tecnico 15/11/24: liberacion de luminaria"
CLIBA (Higiene Urbana),Vecino informa que en Garcia Merou entre Entre Rios y Cuyo hay un monticulo de ramas y basura hace varios dias
Higiene Urbana,VECINO INFORMA QUE BARRIDO NO PASA POR LA ZONA HACE MAS DE UN MES. 
Alumbrado,Vecina informa que no enciende hace varios dias. 
Arbolado Urbano,"SEGUN REPORTE SGE NUMERO 988992. SIENDO LAS 08:18 HORAS, SE COMUNICA VECINO ROJAS PAZ ENRIQUE CON TELEFONO DE CONTACTO 15-2249-5453, PARA DENUNCIAR QUE EN LA ARTERIA BERGALLO 690 DE LA LOCALIDAD DE SAN ISIDRO SE ENCUENTRA UN ARBOL CON RIESGO DE CAIDA HACIA LA FINCA. SE DESPLAZA AGENTE GARCIA SERGIO DE PROTECCION CIVIL QUIEN REFIERE QUE SE TRATA DE UN ARBOL DE GRAN PORTE Y SUS RAMAS TIENEN RIESG DE CAIDA SOLICITA PODA. SE ADJUNTAN FOTOGRAFIAS. OPERADORA: LETE CARLA. LEGAJO: 69.692"
CLIBA (Higiene Urbana),"la casa de al lado, rejas verdes y techo de chapa. "
Arbolado Urbano,"La Vecina Cristina Vernieri solicita que terminen de arreglar una vereda de la calle Verduga 1256, hecha por Espacios Públicos. Nos Informa que las juntas de dicha renovación no fueron selladas con brea, dejándolas expuestas a sufrir filtraciones."
Arbolado Urbano,"El Incidente 7138577 de la misma vecina y en la misma dirección figura cumplido pero la poda a la vecina le resultó insuficiente por lo que se comunica con Subdelegación Martínez para reclamar sobre la falta de poda de los plátanos con ramas que entran en su domicilio tanto por Eduardo Costa como por Aristóbulo del Valle que ese enredan en sus cables y que cuando hay tormenta corre riesgo de corte de servicios, está muy preocupada por la situación "
Higiene Urbana,"La vecina Marta Ortiz solicita barrido por su calle Martín Rodríguez al 2100, entre avenida de mayo y Paraná. "
