areaServicioDescripcion,observaciones
Arbolado Urbano,"El arbol que se encuentran en la calle indicada , se esta secando , y ya muestra signos de una gran rama caera sobre la calle , posibles personas traseuntes o autos estacionados debajo de el . 
Por favor solicito que lo vengan a podar antes que ocurra algun accidente. El mismo fue reportado en la ultima tormentan donde en la cuadra se cayeron varios arboles. 
Gracias. 
adjunto la imagen describiendo lo dicho anteriormente. "
Arbolado Urbano,"vecina pide recorte de Raíces y reparación de la vereda, que fue rota casi en su totalidad por las mismas. Cervantes  1744, entre Ipiranga y Tiradentes. (adjunto fotos)"
Arbolado Urbano,"Por favor, hace mas de 6 meses..reclamos constantes y no constesta nadie de la Municipalidad sobre mi solicitud de plantar un arbol (Tilo Preferentemente) en reemplazo del Tilo que fue extraído hace meses por la municipalidad...por favor, mi celular es el 1156092192 para que se comuniquen conmigo en el caso de proceder a plantar el arbol solicitado o bien que arboles estan plantando antes de que llegue el verano..muchas gracias"
Arbolado Urbano,INFORME ING. SENCIO 07/11/24:RECORTE DE RAIZ Superficial con poda aérea
Arbolado Urbano,"vECINA, SOLICITA RR Y PODA PORQUE LAS RAMAS VAN A SU DOMICILIO. "
Arbolado Urbano,LAS RAICES DEL ARBOL SE METIERON EN LOS CAÑOS DEL DESAGUE PROVOCANDO QUE SE INUNDE TODA LA COCHERA.
Arbolado Urbano,"VECINA SOLICITA PODA DE ARBOL, EL MISMO SE ENCUENTRA FRONDOSO E INTERFIERE DOMICILIO Y CABLEADO. A SU VEZ INFORMA QUE LEVANTO VEREDA Y PARTE DE SU DOMICILIO. "
Obras Públicas,Bache de gran porte urgente delegación Martínez.
Arbolado Urbano,"La vecina se presenta por un pedido de  poda de altura ya que el mismo esta demasiado peligroso y obstruyendo la luminaria de la calle ,a su vez también las raíces del mismo están levantando la vereda adjuntamos fotos del mismo para que se pueda observar el estado y causas que esta generando "
Arbolado Urbano,"Vecina reclamó en reporte 6385856 ya finalizado su disconformidad sobre el trabajo realizado:
11/09/2024 ahí se puede ver perfectamente todos los cables,además de haberlo.podado casi nada,solicite la extracción ya que mi hija es asmática y la cuando florece es retrible el tilo. los otros arboles tocaron.	imagen-20240911_183726.jpg
10/09/2024 solo sacaron unas ramas de abajo,quedo altísimo super peligroso y las ramas enganchadas de los cables del atrás,(no salió en la foto) tampoco podaron los otros dos árboles. el anterior del duplex :saenz valiente 2685 que ya torció el.pilar de la luz cuando cayó una rama y el de la vuelta: río de Janeiro 1388. Esto es el.plan de arbolado? o van a volver a pasar? no veo la diferencia

INFO CARO 21/2 : EL EJEMPLAR NO REQUIERE INTERVENCION "
Obras Públicas,"Le falta esa parte para poder pintarlo de Amarillo
es porque los papás del colegio suelen estacionarse ahí mientras esperan a sus hijos cortando el radio de giro para salir o entrar del garage."
Arbolado Urbano,POR RECORTE DE RAIZ SACARON LAS BALDOZAS DEJANDO ROTA LA VEREDA Y DIFICULTANDO EL PASO DE LOS TRANSEUNTES.
Arbolado Urbano,"SEGUN REPORTE SGE NUMERO 970384. SIENDO LAS 11:26 HORAS, INSPECTOR GUTIERREZ, RICARDO A CARGO DEL MOVIL DE LA PATRULLA MUNICIPAL NUMERO 432, EN RECORRIDO POR LA ARTERIA GENARAL PIRAN 111 DE LA LOCALIDAD DE MARTINEZ ES INTERCEPTADO POR VECINA QUIEN DENUNCIA QUE SE ENCUENTRA UNA RAMA CON RIESGO DE CAIDA. SE DESPLAZA AGENTE FIGUEREDO SAMUEL QUIEN REFIERE QUE SE TRATA DE UNA RAMA DE MEDIANO PORTE CON RIESGO DE CAIDA. SE ADJUNTAN FOTOGRAFIAS. OPERADORA: LETE CARLA. LEGAJO: 69.692"
Arbolado Urbano,"""árbol inclinado, cayeron troncos con la tormenta"""
Arbolado Urbano,"LA VECINA PIDE EXTRACCION DE ARBOL SECO
INFORME ING SELCIO 13/11/2024:seco. extracción"
Arbolado Urbano,"es un liquidambar que esta rompiendo toda la vereda hace cuatro años 
INFORME I NG. SENCIO 30/12/24: recorte de raices superficial y reparacion de veredas parche baldoza. 6 mts"
Arbolado Urbano,"poda general de arbol laprida 1122 esquina copello y av.rolon. san isidro
Informe Ing.Sencio 24/10/24:no tiene árbol en su frente."
Arbolado Urbano,"poda de un eucaliptus grande , sobre calle gurruchaga 451 entre vergara y bermejo . boulogne
info gianna 14/2: PODAR BASTANTE, eliminacion intyerferencia en  la  propiedad, refaleo, Limpieza "
Arbolado Urbano,"Vecina pide Raleo y recorte de Raíces en árbol sobre casa de vecino (858). El Tamaño del Ficus perjudica ambas propiedades, levantando y rompiendo,
 veredas y caños. Adjunto fotos enviadas por vecina. 14 de Julio 962, entre Matheu y Serrano.
Informe tecnico Gianna 30/10/24:eeliminacio de nterferencia prop, balanceo, aclareo RF
Informe tecnico Gianna 30/10/24:eliminacion de interferencia de propiedad , balanceo , aclareo Refaldeo"
Arbolado Urbano,"Informe tecnico Carolina 25/10/24:Poda de despeje de fachada. Poda superficial de raices. Reparar aproximadamente 7/8 m2 de vereda, tanto la entrada vehicular como la vereda hacia la esquina. LA"
Arbolado Urbano,recorte de raice mas refaccion de vereda sobre calle liniers 516 entre haedo y intendente becco . san isidro
Arbolado Urbano,"Vecina solicita reparación de la vereda frente a su domicilio, comenta que su reclamo viene desde 2019 e informa que su domicilio iba a ser tenido en cuanta para planes de reparaciones previos pero nunca se reparo, solicita que pueda ser tenida en cuanta para planes de reparaciones próximos debido a la demora que tiene la reparación.   "
Arbolado Urbano,recorte de raices
Obras Públicas,"son 2. uno es profundo, se atasca de agua y se va a romper mucho. cangallo y dorrego y el otro en dorrego 3324. "
Arbolado Urbano,"vecina pide recorte de Raíces y refacción de vereda. manifiesta que son 2 árboles de gran tamaño de los cuales sobresalen las raíces que ocasiona además varias caídas. En el lugar tiene estacionamiento reservado para discapacidad y se dificulta el traslado. Adjunto fotos.
INFORME TECNICO ROMINA 285/1/25: RR sup y prof con poda invernal: L, RF, EI prop y RC. dejar plantera 2x2.4m. Reparar 20m2 entre las 3 chapas afectadas: 19,25,37"
Arbolado Urbano,el tronco está podrido y el árbol ya está seco. los fragmentos del arbol ya se caen a la casa del vecino y no quiere que el vecino se queje.
Alumbrado,columna con inclinación
Higiene Urbana,sumidero roto y tapado
Obras Públicas,"Vecino informa que la calle O`Higgins 2913 se encuentra muy rota, con muchos bache donde se acumula mucha agua."
Arbolado Urbano,"es un árbol que crece muy rápido y dice que en menos de un mes, si le recortan las raíces, va a volver a crecer. las raíces están en los caños de aysa y la quisieron demandar xq no le pueden cambiar el medidor tantas veces. pide en la brevedad se solucione. está sobre los cables. con las lluvias hasta se caen ramas. "
Arbolado Urbano,árbol Catalpa que ya pasó los cables
Arbolado Urbano,Informe tecnico Carolina 1/11/24:poda aerea
Arbolado Urbano,el vecino solicita con urgencia la poda de un arborl paraíso que se encuentra pegado con su vecino al 858 perjudicando su casa y la del vecino
Arbolado Urbano,"LA VECINA DE MARTINEZ SOLICITA CON URGENCIA EL RECORTE DE RAICES DE DOS ARBOLES , LAS MISMAS YA HAN INGRESADO A SU DOMICILIO , ROMPIENDO EL PISO DE UNA DE LA HABITACIONES, POR LO CUAL EN CADA TORMENTA  O LLUVIA LA MISMA SE INUNDA. 
LA VEREDA TOTALMENTE DESTRUIDA, LA CUAL QUEDO EN UNA FORMA BOMBE ES LO QUE PRIMERO SE INUNDA Y CON ESTA FORMA EXTRAÑA LUEGO DE LA DESTRUCCION REALIZADA POR  DICHAS RAICES PRODUCE EL BROTE DE AGUA EN LA CASA, SOBRE TODO EN LA HABITACION DEL NIÑO.
LA PARED DEL PORTON ESTA SUFIENDO ROTURAS.
GRACIAS
LAS RAICES SIGUEN AVANZANDO , EN ESTE MOMENTO PRODUCE LA ROTURA DEL PISO DE ENTRADA AL GARAGE
INFORME TECNICO CAROLINA 27/11/24: reparacion de vereda y plantera"
Arbolado Urbano,Informe tecnico CAROLINA 1/11/24:Poda aerea
Arbolado Urbano,"el vecino pid poda urgente ya que dice que cuando florezca va a ser imposible podarlo 
info gianna 26/2 : tarea a realizar 
eliminacion de interferencia en la  propiedad, refaleo , balanceo de copa "
Arbolado Urbano,"Luminaria tapada por árbol. La columna no corresponde al número y dirección del incidente no aparece en el mapa. Dirección exacta Gral. Urquiza 1024. Acassuso y número de columna corresponde a la de la imagen 107-305.

CANCELADO
Realizado: Mantelectric. poda san isidro
No hay ejemplares en la direccion mencionada ni problemas con luminarias en la cuadra"
Arbolado Urbano,"La vecina pide la poda de 2 palmeras que tocan los cables cuando hay viento y generan cortes de luz. Por favor mirar el árbol de la segunda imagen que tiene ramas secas y se que caen, árbol podrido por favor extraer o podar bajo ya que el tronco se inclina hacia la calle."
Arbolado Urbano,"La vecina se presenta por un pedido de extracción de árbol que se encuentra en muy mal estado ya que el mismo presenta hongos en toda la corteza y clavel del aire y se encuentra en estado hueco y seco ,también se encuentra inclinado y con gran peligro de caer ,la dirección es CUYO 764 de la localidad de Martinez"
Arbolado Urbano,1er piso
Arbolado Urbano,"La vecina se presenta por un pedido de poda ya que fue solicitado desde julio 2024 y aun no tuvo respuestas al mismo , la persona presenta problemas asmáticos y de alergia y necesita a la brevedad que por favor se solucioné su reclamo el árbol se encuentra en la calle MONTEAGUDO 2147 MARTINEZ. "
Arbolado Urbano,"tema de raíces y veredas. Esta con un tema urgente de resolver por el peligro con el caño de gas. En espacio publico no le dan respuesta y la trataron mal
Deja nombre y numero de contacto Flavia Hettich   cel 11 5482 7795
23/4/25:El ejemplar fue relevado y el equipo técnico de la Dirección General de Arbolado determinó que la intervención será incluida en el Plan Integral. Las tareas de poda invernal se retomarán alrededor de mayo de 2025, cuando lo permita el estado fisiológico de los árboles. Hasta entonces se seguirá poniendo el foco sobre los árboles con ramas quebradas o secas, la liberación de luminarias y las podas de carácter urgente.
23/4/25:El ejemplar fue relevado, el equipo técnico lo analizó y determinó que la intervención será incluida en el Plan Integral de Arbolado. Desde mediados de 2024 se realizaron más de 4000 podas, más de 1400 plantaciones, más de 2000 extracciones de árboles secos o en mal estado fitosanitario, y se repararon más de 200 frentes que requerían recorte de vereda. "
Arbolado Urbano,"YA SE EFECTUO EL RECORTE DE RAICES, QUEDO PENDIENTE EL ARREGLO DE LA VEREDA."
Arbolado Urbano,INFORME TECNICO 13/3/25: extraer seco en pie con hongos en el fuste
Arbolado Urbano,"LA VECINA REITERA  RECLAMOS 3411039/4154037/4029327 EL PEDIDO ES POR RECORTE DE RAÍCES, LAS MISMAS ESTAN LLEGANDO AL DOMICILIO, (Y CAUSAR DAÑOS MATERIALES)
YA LEVANTARON EL PORTÓN DE LA CASA Y ÉSTE CORRE RIESGO DE CAÍDA, LA VECINA PIDE CON URGENCIA QUE SE INTERVENGA URGENTE. YA NO PUEDE USAR EL PORTON DE LA CASA PARA ABRIR/CERRAR
Eliseo Reclus 968 "
Arbolado Urbano,Vecino solicita la poda de árboles en 1 de Mayo 76. 
Arbolado Urbano,vecina solicita poda de una rama que esta apoyada en los cables 
Higiene Urbana,"N.º Incidente 5881517 fue marcado como cumplido por el área pero no se cambio el tacho. El contenedor ya no sirve ya que no puede cumplir su función muchas gracias.
"
Arbolado Urbano,"RAMAS ROTAS DE GRAN PORTE Y EN ALTURA COLGANDO DE 3 ARBOLES, ES MUY PELIGROSO

SE ENCUENTRA SOBRE LA CALLE QUITO 2489, pero LAS RAMAS CAEN SOBRE EL JARDIN (PARED)  DEL DENUNCIANTE, LOS ARBOLES ESTAN  EN PREDIO MUNICIPAL. ES UNA CALLE MUNICIPAL. NO PERTENCE AL VECINO .. AL PREDIO SE INGRESA POR EL CLUB LA HOQUETA TENIS-
RECLAMOS ANTERIORES 6212424/6101676/5986486
INFORME ING SELCIO 11/11/2024 :rQ 
INFORME ROMINA 12/11/2024 : Poda: LIMPIEZA REFALDEO, ELIMINACION DE INTERFERENCIA EN LA PROPIEDAD. Ojo conexiones debiles de luz, llevar jirafa e hidro"
Obras Públicas,"El vecino se presenta por un pedido de vereda la cual fue arreglada anteriormente por la municipalidad pero la misma volvió a romper ,el propietario de la casa se cayo varias veces por la situación de la misma"
Arbolado Urbano,"está sobre los cables. 
informe tecnico caro 21/2 
tarea a realizar : extraccion de arbol "
Obras Públicas,"vecina reclama arreglo de vereda, la vecina ya tiene un numero de reclamo desde hace 5 años y nunca fueron a arreglarlo la vereda, la vecina vive justo en la esquina,es entre ezpeleta y cangallo, ezpeleta 3185 "
Arbolado Urbano,Me obstruye la entrada. Además están las raíces muy mal.
Arbolado Urbano,"La vecina se presenta por un pedido de refacción de vereda a causa de las raíces internas que genero un árbol mal cortado ,la misma manifiesta que las raíces llegaron a la propiedad ,cuando sacaron el árbol dejaron todo en mal estado  incluida vereda y propiedad el domicilio es PLUMERILLO 1556 BOULOGNE ,LA VECINA TAMBIEN REQUIERE UN ARBOL PARA VOLVER A PLANTAR 
INFORME TECNICO ROMINA 3/12/24: Repetido, se manda tarea con incidente 7182007"
Arbolado Urbano,a la vecina le extrajeron dos  arboles  dejandole la vereda rota desde 2018 tiene otro pedido desde 2023 tambien  #5253312 mal pedidos sin observaciones  Colectora Panamericana oeste 626
Arbolado Urbano,"La vecina solicita pedido de poda, tenia en lista dos arboles para podar pero nada mas le podaron el mas chiquito y no podaron el ficus grande, ya que los de poda le dijeron qué no estaba en la lista pero ella si lo había reclamad, el árbol esta en la puesta de un colegio y es peligroso"
Arbolado Urbano,"Árbol muerto no broto. Solicita extracción o poda de las 3 ramas más que representan peligro para los transeuntes
inf ing sencio 20/11: rq y ramas secas"
Obras Públicas,Vecina informa que con las lluvias se acumula agua en la cuadra y queda estancada por dias 
Obras Públicas,"La calle Nuestras Malvinas entre Lainez y Carlos Gardel está destruida, ya ha habido varios accidentes a causa de esto"
Arbolado Urbano,liberar 320 152 lainez 2082
Arbolado Urbano,La vecina solicita recorte de raices reparación de vereda ya que la tiene toda rota por las raíces del árbol
Alumbrado,luminarias nuevas por levegson desde yrigoyen hasta olazabal 
Arbolado Urbano,"Vecino solicita que saquen el árbol ya que esta podrido
info carolina 27/12:Extraccion de arbol seco"
Obras Públicas,Bache en Juncal 331 entre Pellegrini y Saenz Peña
Alumbrado,luminaria apagada en av ader 379 esquina gorriti y loria .boulogne
Arbolado Urbano,"La vecina Patricia, necesita urgente una poda. Los árboles están sobre el techo y va a tener filtraciones, cuando tenga la filtración ya será tarde y no esta en condiciones de pagar pintores ni pintura. 
Además tiene un árbol viejo y quiere que vean las raíces que le están rompiendo la vereda. Por favor, anteriormente ya hizo reclamo!
"
Arbolado Urbano,"LA VECINA SOLICITA LA EXTRACCION Y O RECORTES DE RAICES Y  EL ARREGLO DE VEREDA POR ROTURAS PROVOCADAS POR DICHAS RAICES EN TODA LA EXTENCION .-
Y A LA VEZ INFORMA QUE SU VECINO REALIZO VARIOS PEDIDOS DE PODA O EXTRACCION DE ARBOL, UN TILO EXACTAMENTE EL CUAL PROVOCA UN TAPON EN LAS CANALETAS DE SUS VECINOS
APELLIDO EXACTO DE LA VECINA ES LUDIGLIANI, MAL COLOCADO EN OTROS PEDIDOS
Informe tecnico CAROLINA 225/10/24:Plantacion de cinta verde"
Arbolado Urbano,Vecina solicita poda de árbol(naranjo)
Arbolado Urbano,Las ramas del árbol están entre los cables.
Arbolado Urbano,"comentario de la vecina ""hay 2 ramas enormes de ancho y largo, entreveradas con cables de luz y cable. Muchas veces de vientos fuertes y tormentas hay problemas con dichos servicios. La municipalidad podra cortar esas ramas ? Para evitarnos daños y perjuicios."
Arbolado Urbano,"pedido de recorte de raices, es un arbol que tambien tiene un pedido de poda por problema en los cables  ""7061783""
informe ing. SENCIO 23/11/24: rECORTE DE RAIZ Y REPARACION DE VEREDA completa hormigón"
Arbolado Urbano,"vecino reclama recorte de raiz, solicita urgente porque le levanto todo el piso de la vereda y adentro de su casa..
Informe Ing. Sencio 22/10/24:recorte de raices y reparacion de veredas x 2 liquidambar"
Alumbrado,Apagada artefacto vereda.
Alumbrado,Se retiro columna con peligro decaer y no se repuso
Arbolado Urbano,"La vecina se presenta por un pedido de extracción del árbol que se encuentra en su vereda donde el mismo  rompió la propiedad de la vecina causando la rotura de la reja y la pared ,el árbol se encuentra en mal estado y con  un gran peligro para la propiedad ya que también se encuentra inclinado 
Informe Ing. Sencio 1/10/24: recorte de raiz y reparacion de vereda"
Arbolado Urbano,"la vecina pide la refaccion de vereda hace ya 3 años del recorte de las raices y todavia no le hicieron la vereda 
Informe tenico Crolina 08/10/24:Corte de raiz superficial y reparacion de vereda."
Arbolado Urbano,"Después de la PODA de RAICES en 2022, no hicieron la vereda. Ya hay un expediente abierto.refaccion de vereda sobre calle paunero 1945 entre alvear y vicente lopez.martinez. salta en la aplicacion que esta cumplido 
Informe tecnico Carolina 08/10/24:Reparacion de v3ereda"
Arbolado Urbano,"La vecina reclama por un árbol que ya hizo varios recla
mos
Hace tres días se cayo una rama y aplasto 3 autos.
Informe Ing. Sencio 1/10/24: raleo y balanceo de limpieza leve .

CANCELADO
Realizado: Mantelectric. poda san isidro
no hay arbol en esta chapa. Se refiere al ejemplar de Pirán 11"
Arbolado Urbano,"LA PERSONA INFORMA QUE SU VECINO POSEE UN ARBOL , PALO BORRACHO, QUE LE HA PROVOCADO ROTURA DE VEREDA , PILAR, PAREDON Y PRONTO A ROMPER LA CABINA/CAÑERIA DE GAS Y CAÑOS DE AGUA, LAS RAICES LEGAN A SU CASA DESTROZANDO ABSOLUTAMENTE TODO SU FRENTE, VEREDA LEVANTADA Y LO ANTES MENCIONADO
EL ARBOL SE ENCUENTRA  JORGE NEWBERY 1313, POR FAVOR EL VECINO SOLICITA LA EVALUACION PARA EXTRAERLO O PARA REALIZAR LO MAS ADECUADO PERO QUE YA NO LE ROMPA  LA CASA ESTA SOBREPASADO CON LA SITUACION 
Informe Ing. Sencio 1/10/24: raleo y balanceo de limpieza y recorte de raices"
Arbolado Urbano,VECINA SOLICITA LIBERACION DE LUMINARIAS
Arbolado Urbano,"La vecina nos informa que el día viernes 20/09/2024 extrajeron un árbol de la puerta de su domicilio, pero nunca volvieron para reparar la vereda y plantar el nuevo árbol en su lugar.
Informe tecnico Occhipinti 31/10/24:reparar vereda post extraccion cerrando plantera con 6m2 de solado hormigon"
Arbolado Urbano,"La calle Carlos Gardel entre Bdo. de Irigoyen y Figueroa Alcorta nunca recibió un servicio municipal de poda en mis 68 años de vida, ahora el el árbol de mis vecinos, Carlos Gardel 2071, yo vivo en la esquina, tiene ramas sobre el techo de mi cochera y como jámas se poda tanto ese como el del vecino del frente están llenos de semillas de años de descuido que tapan mis desagues del techo ocasionando problemas de humedad en mi vivienda.  Les pido por favor que se hagan cargo de la poda ya que los vecinos no lo hacen y están perjudicando mi propiedad.  Gracias

INFO GIANNA 25/2  ELIMINACION DE INTERFERENCIA DE LA propiedad"
Arbolado Urbano,"A quien corresponda. 
Ya se cayo una de las ramas secas , rompiendo dos autos , y por suerte no lastimo a nadie. 
Ahora esta en peligro otra rama de gran porte y esta esta sobre la vereda , donde podria caer sobre un vecino que este pasando por ahi . Adjunto las fotos donde se el arbol seco. 
Ya son varias veces que estoy haciendo el reclamo por este tema. 
Saludos. 
Informe Ing. Sencio 1/10/24: despunte y quite de peligro

CANCELADO
Realizado: Mantelectric. poda san isidro
Arbol decrépito/semiseco con ramas principales secas y con cavidades en inserción de ramas principales con fuste. Fisuras longitudinales en el fuste. Se recomienda su extracción,"
Alumbrado,justo la puerta del banco macro. 
Arbolado Urbano,"REFERENTE A EVENTO SGE NUMERO 973.380. SIENDO LAS 13:28 HORAS SE COMUNICA VECINA KARINA CON NUMERO DE TELEFONO DE CONTACTO 15-5738-5473 A LA LINEA DE EMERGENCIAS INFORMANDO QUE EN LA ARTERIA CARLOS PELLEGRINI 2187, DE LA LOCALIDAD DE MARTINEZ, HABRIAN CAIDO DOS RAMAS DE GRAN PORTE DE LAS CUALES UNA QUEDO ENGANCHADA EN LOS CABLES Y LA RESTANTE QUEDO TAPANDO EL PASO EN LA VEREDA. SE DESPLAZO INSPECTOR BOTTINI ARIEL A CARGO DEL MOVIL DE LA PATRULLA 424 EL CUAL A SU ARRIBO INFORMA POSITIVO; PROCEDEN A PERIMETRAR EL LUGAR Y AGREGA QUE EL DOMICILIO APARENTEMENTE SE ENCUENTRA DESHABITADO. OPERADOR GURRUCHAGA GONZALO; LEGAJO: 70.704.
Informe Ing. Sencio 1/10/24 :Ramas quebradas."
Alumbrado,por favor reparar el inconveniente con urgencia. es muy peligroso por los robos en el lugar y gente indigente que deambula robando lo que encuentra a su paso. 
Obras Públicas,Hola que tal. La gran parte de la vereda se está hundiendo es un gran peligro. A demás es parada de colectivos. No me deja sacar más fotos. Cuando vengan a ver llamar a mí celular 1567283877 Lucila Ciarlantini. Por favor si pueden pasar para arreglar toda la vereda. Encima pasa sobre Bergallo la alcantarilla y hay una tapa grande de AySA. A demás también pasaron hace tiempo la empresa Metrotel que nunca nos habían avisado. y a partir de ahí cada vez se hunde más. POR FAVOR VEAN TODA ESA ESQUINA. Dejé mí celular para que me llamen gracias 
Arbolado Urbano,"VECINA INFORMA QUE CADA VEZ QUE HAY UN VIENTO, LUMINARIA DEJA DE FUNCIONAR. DEBIDO A LA GRAN CANTIDAD DE RAMAS QUE INTERFIEREN"
Arbolado Urbano,Relevar
Arbolado Urbano,Informe Ing. Sencio 02/10/24: Raleo y balanceo de limpieza
Arbolado Urbano,Informe tecnico Gianna 08/10/24:Cinta verde
Arbolado Urbano,"Pedido por un Palo Borracho que esta levantado toda la vereda .
El arbol tiene muchos años
Informe Carorila 3/10/2024:Reparar con baldosas vainilla, Rehacer cinta verda."
Arbolado Urbano,"vecino solicita poda, el arbol esta ubicado entre, tres sargentos 1532 y 1538
Informe Carolina 03/10/2024: Poda de ejemplar"
Arbolado Urbano,Informe Carolina 3/10/2024: poda de ejemplar
Arbolado Urbano,Informe Ing. Sencio 29/10/24:cepa sobre senda peatonal 
Arbolado Urbano,"vereda destruida
INFORME TECNICO GIANNA 27/11/24: es un frente con dos ficus ld1 50/10. y ld2 ficus 60/10. hay que realizarle a ambos RECORTE DE RAIZ superficial con poda de A. hay que arreglar VEREDA 4m2 de hormigon"
Arbolado Urbano,"vecina manifiesta que el arbol esta seco y hueco en la parte de las raices . quiero inspeccion de agronomo .calle san jose 165 esquina laprida y terrero. las lomas san isidro
Informe Informe Ing. Sencio 07/10/24:Extraccion de tocon"
Arbolado Urbano,liberacion de luminarias sobre calle  gorriti 1754 esquina verduga y juramento. boulogne 
Arbolado Urbano,"poda de ramas quebradas que dan sobre calle con peligro de derrumbe sobre calle gorriti 1754 esquina verduga y juramento.boulogne
INFO CARO 13/1: Poda de ramas quebradas y secas del lado de la luminaria"
Arbolado Urbano,"solicito poda arbol en vereda
INFO CARO 21/2 : Extraccion de ejemplar totalmente seco en Pellegrini 918"
Arbolado Urbano,"Los vecina solicita una poda en la los arboles de la cuadra que son todos muy viejos y altos.
Informe Ing. Sencio 07/10/24: raleo y balanceo de limpieza leve por tipas varias. con TRANSITO.  a confirmar"
Arbolado Urbano,INFORME ING SENCIO 16/11/2024: RAMAS QUEBRADAS VARIAS 
Arbolado Urbano,"PEDIDO PODA DE ARBOL YA QUE EL MISMO CUBRE LUMINOSIDAD EN ENTRADA DE BARRIO JUBILADOS. 
info gianna 23/12: ejemplar seco"
Arbolado Urbano,"Vecino solicita extraccion de una palmera frente a su domicilio que no estaría en buen estado. 
Informe tecnico Gianna 29/10/24:Poda	PP 1er arbol	X									AR-PP01	sacar lo seco y fruto. hidro"
Higiene Urbana,FALTA DE BARRIDO. 
Arbolado Urbano,esta misma esta tapada por un arbol
Arbolado Urbano,"El árbol es muy alto y las ramas q cuelgan se cayeron sobre el auto, necesitaría si podrían podarlas sin dejar lugar a q vuelva a suceder. "
Higiene Urbana,se llevaron el contenedor hace 1 mes. estaba todo rajado pero ahora no tienen donde poner la basura. 
Arbolado Urbano,"FUERON A SU CASA HACE 21 DÍAS A PODAR, PODARON DOS RAMAS Y COMO ESTABA MUY ALTO Y NO TENIAN SOSTEN DIJIERON QUE VOLVÍAN Y NO VOLVIERON."
Obras Públicas,vecino solicita arreglo de vereda
Arbolado Urbano,"vecino solicita poda urgente por que las ramas se le mete en el techo, tapa la luminaria y molesta a los cables"
Obras Públicas,alcorta esquina matheu 1892/94
Arbolado Urbano,"Vecinos solicitan la poda de  un tilo, en frente de la escuela  PARROQUIAL Santo Domingo Savio, los vecinos manifiestan que  en cuanto brote es un juntan a drogarse varias personas
Informe Ing. Sencio 07/10/24:raleo y balanceo  de limpieza. tilo en la escuela"
Alumbrado,apagada completa
Obras Públicas,"La vecina se presenta por la reparacion   de la vereda de su propiedad ya que se encuentra en mal estado ,este deterioro fue a causa de que la gran mayoría de las personas estacionan sus autos en la misma ,la damnificada tiene una hermana con discapacidad y le dificulta transitar por la misma  ,el domicilio es TRES DE FEBRERO 92 ESQUINA MORENO DE LA LOCALIDAD DE SAN ISIDRO "
Arbolado Urbano,La vecina se acerca a Subdelegación Martínez para hacer un reclamo porque nota que los ärboles sobre Av Santa Fe al 2000  (esqina Vélez Sársfield) necesitan ser podados pero los vecinos los están secando
Arbolado Urbano,Informe Ing Sencio 07/10/2024: Raleo y balanceo de limpieza para recorte de raíces y vereda.
Arbolado Urbano,"Los arboles estan enganchados con el tendido electrico y hay peligro de que corten los cables. Necesito que vengan a podarlos por lo menos la parte de los cables. Son dos arboles.
informe tecnico occhipinti 04/11/24:Poda: LIMPIEZA, BALANCEO DE COPA, ELIMINACION DE INTERFERENCI EN PROPIEDAD Y CABLES "
Arbolado Urbano,"está lleno de bichos y está como seco. 
INFORME GIANNA 11/11/2024: ficus seco y descopado"
Arbolado Urbano,"Vecina solicita la poda de un ejemplar por Saavedra.
INFORME TECNICO CAROLINA 7/2/25: Asignado a poda"
Arbolado Urbano,"
Pedido de poda de una Palta.
Informe tecnico Occhipinti 29/10/24:Poda EI lumin leve"
Arbolado Urbano,"la vecina comenta que las personas que estan podando  en la calle irigoyen al 1300 sin medidas de seguridad
INFORME TECNICO CAROLINA 7/2/25: Extraccion - Arbol creciendo en solado roto, no tiene plantera y esta atado al poste de luz. Comido por hormigas. Potencial peligro para su anclaje que este ejemplar siga creciendo en esas condiciones"
Obras Públicas,"Bache importante - Calle muy transitada por diferentes líneas de colectivo, autos. Salida A Panamericana"
Arbolado Urbano,"VECINA REFIERE PODA DE ÁRBOL YA QUE EL MISMO ESTA MUY ALTO, TIENEN MIEDO DE QUEDARSE SIN LUZ YA QUE LAS RAMAS SE MUEVEN. YA HIZO VARIOS RECLAMOS.
Informe tecnico Gianna 24/10/24:balanceo de copa, eliminacion de interferencia prop"
Arbolado Urbano,vecino solicita poda de arbol en frente a su domicilio 
Arbolado Urbano,"Vecino pide poda de un Jacarandá , por que esta tocando cables de luz  y también las ramas caen en el techo de la vecina
INFORME TECNICO CAROLINA 7/2/25: Este ejemplar no requiere intervencion"
Arbolado Urbano,"solicito poda para estos árboles ya que cuando hay viento, se caen las ramas y es muy peligroso para los transeúntes "
Arbolado Urbano,"solicito remosion del arbol ya que rompe la vereda
INFORME TECNICO CAROLINA 7/2/25:No existe arbol en direccion indicada en el reclamo (Monseñor larumbe 1183)"
Arbolado Urbano,"Realiza un reclamo para recorte de raíces ya que se esta levantando toda la vereda a causa del árbol  ,solicita la extracción del mismo y  a su vez solicita que una vez que lo saquen vuelvan a plantar otro 
INFORME TECNICO CAROLINA 28/11/24: Extraccion de cepa"
